13681,0,341,1231,2.2855e-06,528.57,342,342,2.2644e-06,3.1042e-06,3.104e-06,-3.1042e-06,1.0001
13681,0,341,1529,2.2855e-06,32169,342,3896,2.2644e-06,8.1319e-08,8.1319e-08,-8.1319e-08,1
13681,0,341,1865,2.2855e-06,27699,342,2843,2.2644e-06,3.7271e-07,3.7271e-07,-3.7271e-07,1
13681,0,341,9283,2.2855e-06,528.57,342,342,2.2644e-06,2.2634e-06,2.2633e-06,-2.2634e-06,1
13681,0,341,6773,2.2855e-06,41335,342,26603,2.2644e-06,6.6773e-08,6.6773e-08,6.6773e-08,1
13681,0,341,2595,2.2855e-06,42.274,342,342,2.2644e-06,1.9644e-05,1.9693e-05,-1.9644e-05,0.99751
13681,0,341,6770,2.2855e-06,7.0376,342,342,2.2644e-06,0.00016079,0.00016074,-0.00016079,1.0002
13681,0,341,2019,2.2855e-06,65.192,342,342,2.2644e-06,1.0556e-05,1.0538e-05,-1.0556e-05,1.0016
13681,0,341,752,2.2855e-06,32.251,342,342,2.2644e-06,0.0001536,0.00015461,0.0001536,0.99367
13681,0,341,11631,2.2855e-06,46.871,342,342,2.2644e-06,2.0412e-06,2.0415e-06,-2.0412e-06,0.99985
13681,0,341,7664,2.2855e-06,37.308,342,342,2.2644e-06,6.6614e-05,6.6912e-05,6.6614e-05,0.99561
13681,0,341,12708,2.2855e-06,18798,342,2185,2.2644e-06,4.6452e-07,4.6451e-07,4.6452e-07,1
13681,0,341,9523,2.2855e-06,528.57,342,342,2.2644e-06,1.5632e-06,1.5631e-06,-1.5632e-06,1
13681,0,341,7966,2.2855e-06,376.92,342,342,2.2644e-06,3.4572e-07,3.4573e-07,3.4572e-07,0.99999
13681,0,341,11145,2.2855e-06,37.308,342,342,2.2644e-06,0.00011579,0.00011554,-0.00011579,1.002
13681,0,341,12013,2.2855e-06,528.57,342,342,2.2644e-06,8.3938e-07,8.3934e-07,-8.3938e-07,1
13681,0,341,13514,2.2855e-06,11.703,342,342,2.2644e-06,8.5531e-05,8.5637e-05,8.5531e-05,0.99885
13681,0,341,8,2.2855e-06,4.5028,342,342,2.2644e-06,2.4829e-05,2.4814e-05,2.4829e-05,1.0006
13681,0,341,11825,2.2855e-06,26052,342,2853,2.2644e-06,7.7869e-08,7.7869e-08,-7.7869e-08,1
13681,0,341,8369,2.2855e-06,32169,342,3432,2.2644e-06,1.6856e-07,1.6856e-07,-1.6856e-07,1
13681,0,341,13524,2.2855e-06,4362.9,342,545,2.2644e-06,2.6996e-07,2.6996e-07,2.6996e-07,1
13681,0,341,7209,2.2855e-06,102.17,342,342,2.2644e-06,1.7519e-05,1.752e-05,-1.7519e-05,0.99989
13681,0,341,6550,2.2855e-06,376.92,342,342,2.2644e-06,1.3221e-06,1.3222e-06,1.3221e-06,0.99998
13681,0,341,10945,2.2855e-06,482.67,342,342,2.2644e-06,8.6634e-07,8.6634e-07,8.6634e-07,1
13681,0,341,3112,2.2855e-06,376.92,342,342,2.2644e-06,1.4907e-06,1.4907e-06,1.4907e-06,0.99999
