13681,0,2,1231,0.077258,528.57,342,351,0.10338,7.178e-05,1.2673
13681,0,2,1529,0.077258,32169,342,1361,0.10338,0.047178,2.7532
13681,0,2,1865,0.077258,27699,342,1150,0.10338,0.074908,2.7661
13681,0,2,9283,0.077258,528.57,342,344,0.10338,0.00020217,2.5386
13681,0,2,6773,0.077258,41335,342,1255,0.10338,0.0074783,300.3
13681,0,2,2595,0.077258,42.274,342,389,0.10338,0.0046181,0.77478
13681,0,2,6770,0.077258,7.0376,342,342,0.10338,0.071846,12.339
13681,0,2,2019,0.077258,65.192,342,468,0.10338,0.002061,0.33636
13681,0,2,752,0.077258,32.251,342,356,0.10338,0.0035033,0.18462
13681,0,2,11631,0.077258,46.871,342,352,0.10338,0.074569,0.71137
13681,0,2,7664,0.077258,37.308,342,377,0.10338,0.0073749,0.5835
13681,0,2,12708,0.077258,18798,342,693,0.10338,0.060814,2.741
13681,0,2,9523,0.077258,528.57,342,344,0.10338,0.00037502,2.5226
13681,0,2,7966,0.077258,376.92,342,334,0.10338,0.31068,0.25504
13681,0,2,11145,0.077258,37.308,342,377,0.10338,0.0053767,0.40114
13681,0,2,12013,0.077258,528.57,342,343,0.10338,2.0994e-07,3.1117
13681,0,2,13514,0.077258,11.703,342,342,0.10338,0.0060264,0.14841
13681,0,2,8,0.077258,4.5028,342,342,0.10338,10.16,108.02
13681,0,2,11825,0.077258,26052,342,1106,0.10338,0.011696,2.8489
13681,0,2,8369,0.077258,32169,342,1361,0.10338,0.047178,2.7531
13681,0,2,13524,0.077258,4362.9,342,344,0.10338,0.65855,1.4375
13681,0,2,7209,0.077258,102.17,342,343,0.10338,0.0022387,0.66526
13681,0,2,6550,0.077258,376.92,342,333,0.10338,0.31065,0.25501
13681,0,2,10945,0.077258,482.67,342,346,0.10338,0.65115,1.65
13681,0,2,3112,0.077258,376.92,342,333,0.10338,0.31109,0.25537
13681,0,2,6802,0.077258,376.92,342,334,0.10338,0.31103,0.25532
13681,0,2,12302,0.077258,65.192,342,395,0.10338,0.083423,112.94
13681,0,2,7847,0.077258,37813,342,1675,0.10338,0.020063,2.5964
13681,0,2,11540,0.077258,86.788,342,476,0.10338,0.0006245,0.1332
13681,0,2,10084,0.077258,376.92,342,343,0.10338,0.31068,0.25503
