11948,0,110,0.0026821,438,5321
11948,0,110,0.0026821,438,22456
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,7507
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,28842
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,9302
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,31561
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,30220
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,9151
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,1824
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,9507
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,28545
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,34615
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,3702
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,24882
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,6352
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,20208
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,31760
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,23181
11948,0,110,0.0026821,438,14936
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,2245
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,11061
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,31099
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,37093
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,29053
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,1,110,0.0026821,438,43800
11948,0,110,0.0026821,438,2601
