23052,0,653,21571,0.0001711,34335,2610,29474,0.00016857,0.00017496,0.00017473
23052,1,653,10555,0.0001711,4.5567e+06,2610,2.61e+05,0.00016857,8.2902e-05,8.8115e-05
23052,0,653,5544,0.0001711,1.6892e+05,2610,1.7487e+05,0.00016857,0.00041515,0.00050988
23052,1,653,17608,0.0001711,1.2029e+06,2610,2.61e+05,0.00016857,2.0502e-06,2.0145e-06
23052,1,653,17501,0.0001711,2.3743e+06,2610,2.61e+05,0.00016857,0.00019232,0.00019128
23052,1,653,17070,0.0001711,7.2029e+06,2610,2.61e+05,0.00016857,3.022e-05,3.0281e-05
23052,1,653,17140,0.0001711,4.7171e+06,2610,2.61e+05,0.00016857,2.5134e-06,2.524e-06
23052,0,653,2441,0.0001711,1.2623e+05,2610,69695,0.00016857,0.001649,0.0018422
23052,0,653,15706,0.0001711,2.4644e+05,2610,1.8253e+05,0.00016857,4.5981e-05,4.5512e-05
23052,1,653,10675,0.0001711,1.3459e+06,2610,2.61e+05,0.00016857,0.0019916,0.0038708
23052,1,653,4889,0.0001711,3.6633e+06,2610,2.61e+05,0.00016857,0.00059896,0.00056015
23052,0,653,2270,0.0001711,11942,2610,6107,0.00016857,0.0052331,0.78423
23052,1,653,18976,0.0001711,2.6851e+07,2610,2.61e+05,0.00016857,0.00020839,0.00017895
23052,0,653,4033,0.0001711,1.0854e+05,2610,60312,0.00016857,0.0017861,0.0017585
23052,0,653,3769,0.0001711,74023,2610,44467,0.00016857,0.0012903,0.0012245
23052,1,653,15343,0.0001711,3.885e+06,2610,2.61e+05,0.00016857,8.6448e-07,8.6544e-07
23052,1,653,20604,0.0001711,1.2132e+07,2610,2.61e+05,0.00016857,0.00057167,0.00082121
23052,1,653,11899,0.0001711,2.1757e+06,2610,2.61e+05,0.00016857,0.00050026,0.00052844
23052,1,653,16187,0.0001711,9.1371e+05,2610,2.61e+05,0.00016857,0.00066507,0.00077266
23052,0,653,3538,0.0001711,65383,2610,40662,0.00016857,2.1166e-05,2.0311e-05
23052,1,653,21961,0.0001711,1.3421e+07,2610,2.61e+05,0.00016857,0.00015631,0.00015522
23052,0,653,12458,0.0001711,1.1043e+05,2610,55997,0.00016857,0.0013129,0.0013031
23052,1,653,15655,0.0001711,7.8464e+06,2610,2.61e+05,0.00016857,9.3698e-05,9.3127e-05
23052,1,653,843,0.0001711,7.178e+05,2610,2.61e+05,0.00016857,0.00017378,0.00017636
23052,1,653,18635,0.0001711,1.1465e+07,2610,2.61e+05,0.00016857,0.0013096,0.0023974
23052,1,653,17239,0.0001711,8.5576e+05,2610,2.61e+05,0.00016857,0.00045465,0.00049147
23052,0,653,2768,0.0001711,15615,2610,19454,0.00016857,0.00040115,0.00040009
23052,0,653,12090,0.0001711,1.438e+05,2610,1.0746e+05,0.00016857,0.00073935,0.0007363
23052,1,653,7502,0.0001711,7.8691e+06,2610,2.61e+05,0.00016857,0.00019588,0.00018408
23052,0,653,12581,0.0001711,1.1797e+05,2610,97313,0.00016857,0.0008294,0.00081523
23052,0,653,9184,0.0001711,1.5524e+05,2610,77828,0.00016857,0.0010036,0.00097583
23052,0,653,9556,0.0001711,2.4407e+05,2610,1.0431e+05,0.00016857,0.00016935,0.00016253
23052,0,653,4161,0.0001711,1.3307e+05,2610,54070,0.00016857,0.0011038,0.0011671
23052,0,653,5879,0.0001711,1.5774e+05,2610,67946,0.00016857,0.00010619,0.00010459
23052,0,653,473,0.0001711,1.7538e+05,2610,1.4706e+05,0.00016857,9.0164e-05,8.9216e-05
23052,0,653,21261,0.0001711,34271,2610,35311,0.00016857,0.00036673,0.00036724
23052,0,653,15046,0.0001711,1.6785e+05,2610,81736,0.00016857,0.0012701,0.0014977
23052,0,653,21465,0.0001711,9738.3,2610,5071,0.00016857,0.019326,0.0059263
23052,0,653,3764,0.0001711,72121,2610,50431,0.00016857,0.00024067,0.00023816
23052,1,653,21198,0.0001711,4.46e+06,2610,2.61e+05,0.00016857,5.737e-05,5.731e-05
23052,1,653,18287,0.0001711,8.1445e+05,2610,2.61e+05,0.00016857,0.00027437,0.00026273
23052,0,653,13287,0.0001711,74609,2610,61174,0.00016857,5.2836e-06,6.4802e-06
23052,0,653,10126,0.0001711,1.4935e+05,2610,69238,0.00016857,0.0015168,0.0015107
23052,1,653,5928,0.0001711,5.6123e+06,2610,2.61e+05,0.00016857,0.0001881,0.00020162
23052,0,653,17301,0.0001711,1.4538e+05,2610,81792,0.00016857,0.00012608,0.00012907
23052,1,653,5261,0.0001711,3.0106e+06,2610,2.61e+05,0.00016857,0.0005344,0.00064623
23052,1,653,1477,0.0001711,1.0818e+06,2610,2.61e+05,0.00016857,0.00025995,0.00026363
23052,1,653,17653,0.0001711,5.9698e+05,2610,2.61e+05,0.00016857,0.0002647,0.00025663
23052,0,653,15441,0.0001711,5.7334e+05,2610,2.548e+05,0.00016857,0.001204,0.001266
23052,1,653,16453,0.0001711,4.7867e+06,2610,2.61e+05,0.00016857,0.00011364,0.00011398
23052,0,653,14769,0.0001711,1.2977e+05,2610,1.2231e+05,0.00016857,0.0010107,0.0010256
23052,0,653,9639,0.0001711,2.0475e+05,2610,1.5369e+05,0.00016857,0.001605,0.0015105
23052,1,653,8988,0.0001711,6.1443e+06,2610,2.61e+05,0.00016857,0.0010936,0.0011003
23052,1,653,18771,0.0001711,9.8151e+06,2610,2.61e+05,0.00016857,0.00071949,0.00086785
23052,1,653,7301,0.0001711,1.2095e+06,2610,2.61e+05,0.00016857,0.00184,0.002351
23052,1,653,18732,0.0001711,1.9142e+07,2610,2.61e+05,0.00016857,0.00039241,0.0004429
23052,1,653,18146,0.0001711,1.1739e+07,2610,2.61e+05,0.00016857,0.00063686,0.00064408
23052,1,653,19598,0.0001711,1.5372e+06,2610,2.61e+05,0.00016857,0.00027602,0.00026451
23052,1,653,11627,0.0001711,5.3273e+06,2610,2.61e+05,0.00016857,0.0010014,0.0023458
23052,1,653,14616,0.0001711,3.5802e+06,2610,2.61e+05,0.00016857,0.00051113,0.00049055
23052,0,653,21863,0.0001711,27078,2610,27518,0.00016857,0.0013843,0.0013863
23052,0,653,10208,0.0001711,3.0388e+05,2610,1.6556e+05,0.00016857,0.0004827,0.00043351
23052,1,653,1380,0.0001711,9.6356e+06,2610,2.61e+05,0.00016857,6.209e-05,7.2718e-05
