2.1792e+05,0,2,21080,0.00068888,54262,5881,5878,0.0043567,0.059592,1.84,0.059592,0.091978
2.1792e+05,0,2,1.7829e+05,0.00068888,1.3166e+06,5881,6723,0.0043567,0.00041024,10.608,-0.00041024,-0.00037157
2.1792e+05,0,2,1.7816e+05,0.00068888,7.6137e+06,5881,11202,0.0043567,0.14566,1.4376,0.14566,0.24698
2.1792e+05,0,2,1.5743e+05,0.00068888,1.106e+06,5881,6417,0.0043567,8.6299e-05,1.4526,-8.6299e-05,-0.00014571
2.1792e+05,0,2,32658,0.00068888,4.5181e+05,5881,5874,0.0043567,8.1519e-05,297.1,8.1519e-05,8.1244e-05
2.1792e+05,0,2,1.4374e+05,0.00068888,33474,5881,5889,0.0043567,0.24394,1.4592,0.24394,0.41112
2.1792e+05,0,2,1.1301e+05,0.00068888,1.302e+06,5881,6693,0.0043567,0.00018738,1.1605,-0.00018738,-0.00034884
2.1792e+05,0,2,2.1202e+05,0.00068888,12924,5881,5819,0.0043567,0.15186,0.40302,0.15186,-0.22495
2.1792e+05,0,2,1.4142e+05,0.00068888,2.8689e+05,5881,5854,0.0043567,0.01355,2.9617,0.01355,0.018125
2.1792e+05,0,2,1.744e+05,0.00068888,7.6251e+05,5881,5996,0.0043567,0.051625,1.1116,-0.051625,-0.098068
2.1792e+05,0,2,98887,0.00068888,1.7758e+06,5881,7315,0.0043567,0.0030582,3.4173,-0.0030582,-0.0039531
2.1792e+05,0,2,94222,0.00068888,1.663e+05,5881,5848,0.0043567,0.039891,1.1671,0.039891,0.07407
2.1792e+05,0,2,1.7984e+05,0.00068888,4.4726e+05,5881,5962,0.0043567,1.3449,0.86746,1.3449,2.8953
2.1792e+05,0,2,18189,0.00068888,1.3135e+06,5881,6748,0.0043567,0.001798,25.9,-0.001798,-0.0017285
2.1792e+05,0,2,29019,0.00068888,7.8735e+05,5881,5953,0.0043567,0.42371,1.3375,0.42371,0.7405
2.1792e+05,0,2,37782,0.00068888,53841,5881,5847,0.0043567,0.19244,1.7325,0.19244,0.30351
2.1792e+05,0,2,85187,0.00068888,574.67,5881,5887,0.0043567,0.68218,0.43324,-0.68218,0.89243
2.1792e+05,0,2,1.8116e+05,0.00068888,25874,5881,5845,0.0043567,0.4166,1.0363,0.4166,0.8186
2.1792e+05,0,2,1.7505e+05,0.00068888,3.0424e+06,5881,8277,0.0043567,0.001386,4.3947e+09,0.001386,0.001386
2.1792e+05,0,2,13177,0.00068888,4.2288e+05,5881,5935,0.0043567,0.011213,8.4742,0.011213,0.012536
2.1792e+05,0,2,86998,0.00068888,1.2666e+06,5881,6630,0.0043567,0.011149,2210.1,0.011149,0.011154
2.1792e+05,0,2,1.1480e+05,0.00068888,1884.1,5881,5778,0.0043567,1.5576,1.2511,1.5576,2.8026
2.1792e+05,0,2,90819,0.00068888,4.6383e+05,5881,5874,0.0043567,0.16222,1.6815,0.16222,0.25869
2.1792e+05,0,2,1.4313e+05,0.00068888,1.2039e+06,5881,6604,0.0043567,0.00019142,1.0014,-0.00019142,-0.00038257
2.1792e+05,0,2,1.3683e+05,0.00068888,1.037e+06,5881,6319,0.0043567,0.0018224,14.543,0.0018224,0.0019477
2.1792e+05,0,2,63622,0.00068888,94147,5881,5976,0.0043567,0.042865,1.779,0.042865,0.06696
