23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,2.25,23.25,1.25,1.5,2.25
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
23.25,1.25,1.5,1,23.25,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1.25,1.5,1,1,1.25,1.5,1
1,1,1.5,1,1,1,1.5,1
1,1,1.5,1,1,1,1.5,1
1,1,1.5,1,1,1,1.5,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
