2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
2.75,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
