7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
7.3333,1,1,7.3333,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
