1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,9.1034,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,9.1034,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1.8966,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1.2759,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1.1724,1.0345,1.0345,1.2414,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1.1034,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1.069
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1.1034,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1.1379,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1.1724,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1.1379,0.96552,1,1,1,0.96552,1,1.069,1.1034,1,1.069,1.0345,1,1,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
1.1379,0.96552,1,0.96552,1,1,1,0.96552,1,1,1.1034,1,1.069,1,1,1,1,1.1379,1,1,1,1,1.0345,1.0345,1,1,1,1,1
