1.0274,1.0274,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1.0411,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1.0137,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274
1.0274,1.0274,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1.0411,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1.0137,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274
1.0274,1.0274,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1.0411,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1.0137,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274
1.0274,1.0274,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1.0274,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1,1.1644,1.0274,1.0411,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
1.0274,1,1.0411,1.0274,1.0548,1.1096,1.0274,1.0548,1.0411,1.0411,1.0411,1.0548,1.0548,1.0959,1.0274,1.0274,1.0274,1.0685,1.0548,1.1781,1.0274,1,1.1644,1.0274,1,1.0274,1.0274,1.0411,1.0685,1,1.0274,1.0411,1.0548,1.0411,1.0274,1.0274,1.0274,1.0274,1.0411,1.0274,1.0274,1.0274,1.0411,1.0411,1.0411,1.0548,1.0411,1.0685,1.0274,1,1,1.0274,1.0274,1.0274,1.1644,1.0411,1.0274,1.0274,1,1.0274,1.0274,1.0274,1.0274,1.1918,1.0411,1.0274,1.0411,1.0274,1.0274,1.0274,1,1.0274,1.0274
