82654,0,2,8816,0.12576,4.2197,66,80,0.23288,3.2072e-16,3.7627,3.2072e-16,2.3548e-16
82654,0,2,79504,0.12576,4.3563,66,80,0.23288,0.34946,3.0502,0.34946,0.46403
82654,0,2,384,0.12576,4.6756,66,81,0.23288,3.9205e-18,0.0092399,-3.9205e-18,4.2038e-16
82654,0,2,64048,0.12576,4.105,66,80,0.23288,2.0795e-12,379.38,2.0795e-12,2.085e-12
82654,0,2,67551,0.12576,4.383,66,80,0.23288,8.2345e-09,10338,8.2345e-09,8.2353e-09
82654,0,2,71797,0.12576,4.215,66,80,0.23288,1.2806e-05,291.15,1.2806e-05,1.285e-05
82654,0,2,6979,0.12576,3.8826,66,79,0.23288,9.8639e-17,0.081346,-9.8639e-17,-1.3112e-15
82654,0,2,33041,0.12576,4.1039,66,80,0.23288,4.4907e-16,0.93099,-4.4907e-16,-9.3142e-16
82654,0,2,21478,0.12576,4.0226,66,80,0.23288,3.8156e-16,0.62529,3.8156e-16,9.9178e-16
82654,0,2,66122,0.12576,4.1559,66,80,0.23288,3.7257e-09,163.94,3.7257e-09,3.7485e-09
82654,0,2,35654,0.12576,4.2775,66,80,0.23288,7.8659e-09,1897.6,7.8659e-09,7.8701e-09
82654,0,2,75259,0.12576,3.8271,66,79,0.23288,0.00011724,132.82,0.00011724,0.00011812
82654,0,2,15029,0.12576,4.2492,66,80,0.23288,1.0462e-15,1845.5,-1.0462e-15,-1.0456e-15
82654,0,2,21801,0.12576,4.1886,66,80,0.23288,4.4138e-16,0.68143,-4.4138e-16,-1.0891e-15
82654,0,2,12028,0.12576,4.1435,66,80,0.23288,1.0093e-15,2.152,1.0093e-15,1.4783e-15
82654,0,2,11245,0.12576,3.9741,66,79,0.23288,2.9076e-16,0.52879,2.9076e-16,8.4061e-16
82654,0,2,71837,0.12576,4.4778,66,81,0.23288,0.00060622,27.18,0.00060622,0.00062853
82654,0,2,47906,0.12576,3.9102,66,79,0.23288,0.088759,7.3703,0.088759,0.1008
82654,0,2,45439,0.12576,3.9569,66,79,0.23288,1.8094e-15,3.1304,-1.8094e-15,-2.3874e-15
82654,0,2,11979,0.12576,3.8602,66,79,0.23288,1.3634e-15,0.97406,-1.3634e-15,-2.7631e-15
82654,0,2,70490,0.12576,4.2202,66,80,0.23288,7.175e-07,3584.4,7.175e-07,7.177e-07
82654,0,2,51403,0.12576,4.2971,66,80,0.23288,0.21523,5.0808,0.21523,0.2576
82654,0,2,29000,0.12576,4.5184,66,81,0.23288,1.0767e-15,12.177,-1.0767e-15,-9.8826e-16
82654,0,2,42411,0.12576,3.9924,66,79,0.23288,2.3909e-17,0.085013,2.3909e-17,-2.5733e-16
82654,0,2,33202,0.12576,4.4489,66,81,0.23288,5.4431e-16,0.82664,-5.4431e-16,-1.2028e-15
82654,0,2,6278,0.12576,4.6283,66,81,0.23288,6.2716e-16,0.48276,6.2716e-16,1.9263e-15
82654,0,2,19824,0.12576,3.7905,66,79,0.23288,8.9552e-11,396.46,8.9552e-11,8.9777e-11
82654,0,2,10190,0.12576,4.4181,66,81,0.23288,2.2983e-14,25.311,2.2983e-14,2.3891e-14
82654,0,2,15196,0.12576,3.8807,66,79,0.23288,7.4641e-16,6.1931,-7.4641e-16,-6.2588e-16
82654,0,2,19827,0.12576,4.2101,66,80,0.23288,8.1574e-11,355.59,8.1574e-11,8.1804e-11
82654,0,2,34477,0.12576,4.0361,66,80,0.23288,1.0996e-11,3128.7,1.0996e-11,1.1e-11
82654,0,2,4103,0.12576,4.3412,66,80,0.23288,2.7468e-17,0.017124,2.7468e-17,-1.5766e-15
82654,0,2,74585,0.12576,4.1395,66,80,0.23288,0.0051652,26.514,0.0051652,0.00536
82654,0,2,78060,0.12576,4.2573,66,80,0.23288,0.37468,1.8231,0.37468,0.5802
82654,0,2,40556,0.12576,4.1032,66,80,0.23288,8.396e-08,1289.3,8.396e-08,8.4025e-08
82654,0,2,40422,0.12576,4.7443,66,81,0.23288,1.1353e-15,28.691,1.1353e-15,1.1748e-15
82654,0,2,27902,0.12576,3.9091,66,79,0.23288,3.2611e-08,94.299,3.2611e-08,3.2956e-08
82654,0,2,74360,0.12576,4.7378,66,81,0.23288,0.017018,15.812,0.017018,0.018094
82654,0,2,30506,0.12576,4.9833,66,82,0.23288,2.1009e-15,6.0934,-2.1009e-15,-2.4457e-15
82654,0,2,9188,0.12576,4.1148,66,80,0.23288,5.5734e-15,5.6283,5.5734e-15,6.5636e-15
82654,0,2,64460,0.12576,4.1104,66,80,0.23288,2.1519e-16,0.2028,-2.1519e-16,8.4589e-16
82654,0,2,32198,0.12576,3.901,66,79,0.23288,2.9844e-09,156.11,2.9844e-09,3.0035e-09
82654,0,2,19967,0.12576,4.3161,66,80,0.23288,1.0117e-15,1.745,1.0117e-15,1.5916e-15
82654,0,2,33368,0.12576,4.0635,66,80,0.23288,1.4231e-16,1.5691,1.4231e-16,5.1614e-17
82654,0,2,7969,0.12576,4.2219,66,80,0.23288,2.0175e-17,0.083538,2.0175e-17,2.6168e-16
82654,0,2,10903,0.12576,3.7292,66,79,0.23288,1.1959e-16,1.3789,-1.1959e-16,-2.0631e-16
82654,0,2,77821,0.12576,4.0317,66,80,0.23288,0.085635,9.7683,0.085635,0.094401
82654,0,2,78984,0.12576,4.2125,66,80,0.23288,0.34631,0.66951,0.34631,0.86356
82654,0,2,47516,0.12576,3.9545,66,79,0.23288,1.75e-15,0.95135,-1.75e-15,-3.5896e-15
82654,0,2,4939,0.12576,4.4691,66,81,0.23288,5.7053e-18,0.015231,5.7053e-18,-3.6887e-16
82654,0,2,19394,0.12576,4.0149,66,80,0.23288,6.9413e-16,3.6138,-6.9413e-16,-8.862e-16
82654,0,2,29172,0.12576,3.8792,66,79,0.23288,7.2971e-15,20.135,7.2971e-15,7.6595e-15
82654,0,2,67833,0.12576,4.1455,66,80,0.23288,5.4254e-09,711.6,5.4254e-09,5.433e-09
82654,0,2,1273,0.12576,3.8611,66,79,0.23288,9.9282e-16,3.1765,-9.9282e-16,-1.3054e-15
82654,0,2,3554,0.12576,3.8305,66,79,0.23288,7.2404e-16,45.672,7.2404e-16,7.3989e-16
82654,0,2,13959,0.12576,4.0579,66,80,0.23288,3.0795e-16,0.34417,3.0795e-16,1.2027e-15
