11948,0,1054,713,0.0002963,9.4489e+06,438,1054,0.00034517,0.00043304,0.00045778,0.00043304,0.94639,283
11948,0,529,8148,0.00051862,9.6318e+05,438,529,0.00047444,3.9679e-05,3.9675e-05,-0.0001312,1.0004,166
11948,1,43800,507,0.00013171,1.2887e+10,438,43800,0.00010698,1.7638e-05,1.7633e-05,2.0548e-05,0.99976,354
11948,0,1064,854,0.00027014,1.0763e+08,438,1064,0.0003706,0.0026634,0.0033389,0.0023287,0.57101,232
11948,0,14817,6231,0.00046574,1.1864e+09,438,14817,0.00055308,6.1154e-06,6.1155e-06,1.4029e-05,0.99991,153
11948,1,43800,1156,0.00094805,6.099e+08,438,43800,0.00074159,0.0020374,0.0026274,0.00082167,1.0465,407
11948,1,43800,9771,0.00028292,1.0538e+09,438,43800,0.00014058,1.1399e-05,1.1399e-05,-5.2909e-06,0.99997,379
11948,1,43800,9763,0.00041827,6.9175e+08,438,43800,0.000444,6.0489e-06,6.0491e-06,1.8321e-05,0.99997,238
11948,1,43800,8626,0.00035175,5.765e+09,438,43800,0.00037603,1.1267e-05,1.1268e-05,-4.2361e-06,1,268
11948,1,43800,1790,0.011728,7.3551e+06,438,43800,0.026431,0.0014491,0.0016455,0.0011422,0.84666,252
11948,1,43800,7875,0.043909,1.4824e+07,438,43800,0.063023,8.6303e-06,8.6301e-06,-0.00019513,0.99996,89
11948,0,20729,6191,0.00071794,1.1989e+09,438,20729,0.00099473,2.5814e-05,2.5814e-05,-0.00011346,0.99982,129
11948,0,22590,11614,0.00031402,9.9031e+08,438,22590,0.0002905,1.0243e-05,1.0243e-05,4.9756e-05,0.99989,201
11948,1,43800,7746,0.051701,1.4741e+06,438,43800,0.026728,9.2636e-05,9.308e-05,0.0033818,1.0122,98
11948,0,34727,9552,0.00031448,3.3268e+08,438,34727,0.0002222,2.8299e-05,2.8305e-05,2.4453e-06,0.99996,358
11948,1,43800,5416,0.055794,1.192e+09,438,43800,0.034087,2.184e-06,2.184e-06,-9.6639e-07,1.0003,83
11948,1,43800,5160,0.02748,6.1074e+07,438,43800,0.023091,0.00012354,0.00012308,0.0068556,0.65149,96
11948,0,1211,9847,0.0034173,5.1408e+06,438,1211,0.0040085,0.00020321,0.00020303,0.0019755,1.0943,72
11948,0,445,996,0.0031207,5.3364e+06,438,445,0.0033827,0.0034619,0.0065245,0.00063289,0.96212,422
11948,0,11151,1589,0.00069878,1.7178e+08,438,11151,0.0004448,6.6644e-06,6.6649e-06,1.9454e-05,0.99984,183
11948,0,606,2069,0.00079947,2.0908e+06,438,606,0.00081537,0.00033246,0.00033276,0.00026317,1.0079,131
11948,0,436,4663,0.00084971,47.819,438,436,0.00038153,0.016757,0.017354,-0.018812,0.94666,386
11948,0,2190,9916,0.0005485,5.016e+07,438,2190,0.00042977,4.3352e-05,4.3341e-05,-0.00059354,1.0192,179
11948,1,43800,9581,0.013964,1.2845e+09,438,43800,0.010998,1.3052e-05,1.3051e-05,0.00017598,1,77
11948,0,36258,722,0.00066853,5.3622e+07,438,36258,0.00033718,5.7923e-06,5.7919e-06,-5.0463e-07,1,375
11948,1,43800,4761,6.668e-05,1.3762e+10,438,43800,0.0009797,3.5596e-06,3.5596e-06,-2.7639e-06,1,405
11948,0,1119,6282,0.00040127,1.9672e+07,438,1119,0.00037638,0.00036785,0.00036714,0.0011506,1.0088,181
11948,0,6018,4969,0.0024526,1.0135e+09,438,6018,0.0030707,2.3554e-05,2.3553e-05,-0.00023339,0.99876,46
11948,0,1412,7830,0.01316,1.5693e+05,438,1412,0.01664,8.2743e-05,8.2798e-05,0.00099843,0.99337,106
11948,0,837,7485,0.00042687,9.8644e+06,438,837,0.00047962,0.0020677,0.0020107,0.0029736,0.40365,168
11948,0,450,3480,0.00035409,8.8281e+05,438,450,0.00034552,0.0013853,0.0013886,-0.0012536,1.0057,243
11948,1,43800,5144,0.0075215,7.4144e+07,438,43800,0.01316,0.00028359,0.00029676,0.0097531,0.36922,107
11948,0,780,185,0.0026959,84940,438,780,0.0013538,8.3894e-05,8.3883e-05,0.0002321,0.99996,245
11948,0,454,11726,0.0001928,1,438,454,0.00024103,6.6552e-06,6.6552e-06,-8.0758e-06,0.99999,289
11948,1,43800,1992,0.030842,1.5366e+09,438,43800,0.043909,4.8586e-06,4.8606e-06,0.00014341,1.0014,90
11948,0,768,1266,0.0026763,1.3723e+07,438,768,0.0026999,0.0011225,0.0011334,0.036298,0.91388,48
11948,0,688,4437,0.00086891,4.4918e+06,438,688,0.00087243,2.3219e-05,2.3217e-05,-6.8136e-05,0.99559,120
11948,0,846,2360,0.00099473,5.3172e+07,438,846,0.00079214,0.0015939,0.0015355,0.00214,0.2194,128
11948,0,3059,5833,0.00050168,9.0808e+07,438,3059,0.00053723,0.00013618,0.00013884,-0.00083761,0.89983,170
11948,0,445,4044,0.00029772,1,438,445,0.00030302,6.6552e-06,6.6552e-06,-1.5038e-06,0.99998,203
11948,0,14133,11333,0.0055804,1.0939e+09,438,14133,0.0058736,3.8232e-07,3.8234e-07,0.0020414,1.0002,35
11948,0,449,10959,0.01664,122.04,438,449,0.027641,0.0051239,0.0050981,0.012793,1.0465,105
11948,0,576,628,0.00020165,5.3426e+06,438,576,0.00017826,0.0035663,0.0065073,0.009801,0.6856,318
11948,0,5279,8785,0.038085,1.4395e+09,438,5279,0.038276,1.1594e-06,1.1594e-06,-0.0036852,0.99393,12
11948,0,19485,3204,0.0010047,1.3125e+07,438,19485,0.00049176,5.9476e-05,5.9457e-05,-1.5902e-06,0.99999,366
11948,1,43800,5034,0.00024103,4.1747e+09,438,43800,0.0002015,4.1187e-06,4.1188e-06,4.7079e-06,0.99999,288
11948,0,630,6521,0.00037835,9.6007e+06,438,630,0.00041392,0.0024695,0.002511,3.6359e-05,1.0506,192
11948,0,1095,11220,0.00035935,1.5492e+07,438,1095,0.00034618,0.00011061,0.00011091,-0.0002188,0.99613,227
11948,0,11440,4972,0.027072,3.8981e+07,438,11440,0.028265,0.00069993,0.00077094,-0.0035253,0.019653,93
11948,1,43800,11698,0.0014231,2.8812e+09,438,43800,0.00056403,1.0717e-05,1.0717e-05,3.5875e-06,0.99996,416
11948,1,43800,3587,0.00033718,7.789e+08,438,43800,0.00063593,3.2958e-06,3.2973e-06,2.6966e-06,0.99991,374
11948,0,2454,8341,0.00049871,3.7445e+07,438,2454,0.00035289,0.00019783,0.00019803,9.4239e-05,0.99748,212
11948,0,506,7927,0.00030302,1.942e+05,438,506,0.00031402,8.399e-05,8.4068e-05,0.00068514,1.0018,202
11948,0,12700,6413,0.0009797,4.4524e+06,438,12700,0.00066629,0.0030644,0.0045798,0.0011781,0.93166,404
11948,0,2123,8304,0.00047319,4.4677e+07,438,2123,0.00043252,1.6204e-05,1.6201e-05,7.3041e-05,1.0005,188
11948,0,33317,7928,0.00039869,1.0278e+09,438,33317,0.00032424,6.1542e-06,6.1544e-06,-1.8656e-05,1.0003,240
11948,0,929,2119,0.00061571,1.4182e+07,438,929,0.00036942,0.0017222,0.0021346,0.0026321,0.72989,260
11948,0,4604,1523,0.00059662,2.4784e+08,438,4604,0.00045841,3.4354e-06,3.4359e-06,0.00010772,1.0012,151
11948,0,440,11880,0.00058186,1,438,440,0.00063172,6.6552e-06,6.6552e-06,2.0428e-05,0.99998,140
11948,0,512,2035,0.00044524,2.254e+08,438,512,0.00066217,5.2015e-05,5.2028e-05,-1.784e-06,0.99995,414
11948,0,462,388,0.01758,3458.2,438,462,0.022717,9.1455e-06,9.1454e-06,-0.004715,0.99245,15
11948,0,36335,6671,0.00020818,8.58e+08,438,36335,0.00016386,1.7199e-05,1.7198e-05,-2.4855e-06,0.99989,334
11948,0,461,10482,0.00014092,6.785e+05,438,461,0.00013862,0.00011175,0.00011184,-2.6327e-05,0.9998,344
11948,0,883,7954,0.00016419,1.352e+07,438,883,0.00017166,0.00048002,0.00048633,6.7596e-07,0.99013,299
11948,0,2804,2264,0.0049153,1.9876e+08,438,2804,0.0050511,0.00010053,0.00010051,0.0017494,1.0058,37
11948,1,43800,4384,0.00047579,7.8596e+08,438,43800,0.00044171,8.4396e-06,8.4415e-06,-5.5445e-06,0.99982,425
11948,0,560,5475,0.00086319,1.4572e+06,438,560,0.00088298,0.00056809,0.00056855,0.0012608,0.97406,125
11948,1,43800,11663,0.010405,1.853e+09,438,43800,0.011728,1.2915e-05,1.2915e-05,-1.6245e-05,1,253
11948,0,1951,1859,0.002311,1.199e+08,438,1951,0.0028391,6.892e-06,6.8911e-06,0.00054731,1.0042,51
11948,0,23213,10163,0.00037603,5.3702e+08,438,23213,0.00036825,9.2054e-06,9.2076e-06,-1.4192e-05,0.99985,267
11948,0,2325,7659,0.0047293,8.4748e+07,438,2325,0.005068,2.9565e-05,2.9573e-05,-0.0016609,1.0001,40
11948,0,7613,4469,0.0005113,1.1276e+08,438,7613,0.00015435,0.002065,0.0022562,0.001334,1.092,383
11948,0,429,2268,0.00028406,3.25e+07,438,429,0.00032078,0.0020666,0.0021903,-4.6854e-05,0.98777,412
11948,0,24459,5086,0.00017868,2.2892e+09,438,24459,0.00024067,2.2359e-06,2.2361e-06,3.657e-05,0.99994,285
11948,0,654,5724,0.00056668,8.9367e+05,438,654,0.00061571,0.0002119,0.00021331,0.0020455,0.96469,261
11948,0,445,1433,0.00023193,1,438,445,0.00021733,6.6552e-06,6.6552e-06,-4.5927e-06,1,329
11948,0,588,6999,0.00020739,3.6427e+07,438,588,0.00023468,0.0013751,0.0013655,-0.0018639,0.99848,323
11948,0,1000,2686,0.0010109,1.1122e+07,438,1000,0.00086891,0.0039898,0.0044385,-0.028794,-0.087585,121
11948,0,448,4566,0.00029795,7.1755e+07,438,448,0.00057071,0.00036981,0.0003635,0.00015597,1.0011,429
11948,0,876,6920,0.0033827,1.7044e+08,438,876,0.0014588,1.423e-05,1.423e-05,3.1249e-06,1,421
11948,0,565,2989,0.038276,2.3486e+07,438,565,0.047284,0.00083847,0.00073644,0.14802,-1.9164,11
11948,1,43800,3447,0.00036825,5.8491e+09,438,43800,0.00031767,3.8794e-06,3.8797e-06,5.3429e-05,0.99975,266
11948,1,43800,7323,0.00087607,8.2101e+09,438,43800,0.00014085,1.3395e-05,1.3395e-05,-3.4716e-08,0.99999,389
11948,0,1697,3148,0.00045491,4.2342e+07,438,1697,0.00050168,0.0020638,0.0028928,0.0022026,0.081154,171
11948,1,43800,9781,0.00019894,3.3291e+09,438,43800,0.00028358,3.1631e-06,3.163e-06,-1.3937e-05,0.99996,321
11948,0,4395,11658,0.00043357,9.1995e+07,438,4395,0.00047837,0.00046551,0.00045559,-0.0018821,1.1052,216
11948,0,14716,8663,0.00052691,3.3921e+08,438,14716,0.00034089,5.9859e-06,5.9858e-06,-1.3928e-05,0.99996,218
11948,0,3022,4079,0.00016083,1.1551e+08,438,3022,0.00015475,1.1438e-05,1.1443e-05,3.6896e-05,0.99995,302
11948,0,528,6928,0.00034517,5.5704e+06,438,528,0.00024016,0.00026766,0.00026697,0.00052202,1.0026,282
11948,0,447,1279,0.0014679,4.3255e+06,438,447,0.0014231,0.00032562,0.00030878,-0.00018497,1.0087,417
11948,1,43800,10748,0.016748,7.8718e+07,438,43800,0.01992,9.3912e-06,9.3918e-06,0.00012408,1.0005,64
11948,0,443,10431,0.0459,1,438,443,0.055794,6.6552e-06,6.6552e-06,-6.3787e-05,1,84
11948,0,558,9696,0.00014467,2.8253e+06,438,558,0.00017936,3.9679e-05,3.9675e-05,-5.201e-05,1.0001,307
11948,0,470,3091,0.047284,3.08e+06,438,470,0.041487,0.0037456,0.0037904,-3.567,6.4053,10
11948,0,457,7046,0.00053723,1.2021e+07,438,457,0.00042687,0.00036066,0.00035966,0.0012557,0.94465,169
11948,0,454,267,0.0021452,1802.9,438,454,0.0041656,2.6089e-05,2.6084e-05,-0.0032624,0.99628,58
11948,0,617,5041,0.00019691,3.8932e+07,438,617,0.00020818,0.001061,0.0010864,0.0015694,0.999,335
11948,0,704,3707,0.0013538,4.6296e+06,438,704,0.00035409,0.00029665,0.00029767,0.0020851,0.98587,244
11948,0,1639,1914,0.00013392,4.2665e+07,438,1639,0.00013171,0.00010985,0.00010877,-9.4558e-05,0.99115,355
11948,0,1807,11892,0.00053778,5.131e+07,438,1807,0.00054011,0.00055195,0.00054273,0.0015037,1.027,160
